,image,username,clusterid,1d,2d,img_url,centroid
337,zhiyantay_224.jpg,zhiyantay,2,-0.65395963,-0.56700295,https://drive.google.com/uc?export=view&id=1thg5Ivq-Rl4GRmIyRwl-kgPsZ-_UfPr3,0
338,zhiyantay_222.jpg,zhiyantay,1,0.033767864,-2.8259366,https://drive.google.com/uc?export=view&id=1tfRQtmX6alrKVLylCjLrGJpKJJh12hHP,0
339,zhiyantay_221.jpg,zhiyantay,3,0.7210864,0.55093783,https://drive.google.com/uc?export=view&id=1tYwAmfwNlezHOgbv-_FQ8K-t6rigm9yp,0
340,zhiyantay_223.jpg,zhiyantay,3,-1.6670281,-3.2972426,https://drive.google.com/uc?export=view&id=1tI5PMw-9qRsVpkkc3_xJylOIyKU6-PSb,0
341,mavissyn_231.jpg,mavissyn,2,-2.5016835,0.042641666,https://drive.google.com/uc?export=view&id=1t7WRrm-g1qeRAHFKl-YqWZHZ_L7dz3yN,0
342,zhiyantay_218.jpg,zhiyantay,1,-3.0571513,1.5614566,https://drive.google.com/uc?export=view&id=1t1pkRA99y_5wrNHZEAqElwtJlO_Hxc9h,0
343,mavissyn_227.jpg,mavissyn,0,-3.0010207,0.23306854,https://drive.google.com/uc?export=view&id=1sz5eDSBRdnj4NQlXQNBi-UcI9xPmYZW_,0
344,mavissyn_225.jpg,mavissyn,1,-0.23004587,-2.1110091,https://drive.google.com/uc?export=view&id=1sxeHkYCJj94yoLMafvbMptET6EG2bj9C,0
345,mavissyn_234.jpg,mavissyn,0,-1.1348945,0.848464,https://drive.google.com/uc?export=view&id=1sx3cHFNNSOvz9pIVy3DSL10L0cBr8htD,0
346,mavissyn_245.jpg,mavissyn,1,-2.966443,0.9972581,https://drive.google.com/uc?export=view&id=1v-vfGQlInEfwvyyTr3QUJDfoZ314sBBO,0
347,mavissyn_243.jpg,mavissyn,1,-0.3826829,-2.9305012,https://drive.google.com/uc?export=view&id=1ur0n13HHBUlOvx5Wmk2tI_QK6L8LAuOq,0
348,mavissyn_238.jpg,mavissyn,0,-0.76387477,-0.3333272,https://drive.google.com/uc?export=view&id=1up7wEOtazhUL1Giqer2T9_f5fAUOMoU1,0
349,mavissyn_240.jpg,mavissyn,0,-1.87646,0.55470496,https://drive.google.com/uc?export=view&id=1uo4Pa3yGODiT8eZUHDsxZcvfgM1ReKsT,0
350,mavissyn_237.jpg,mavissyn,0,-2.4802592,0.74418473,https://drive.google.com/uc?export=view&id=1unvquylLHXaTFpw-kApkqLAjymfR3fFQ,0
351,mavissyn_236.jpg,mavissyn,3,0.38997084,0.26278263,https://drive.google.com/uc?export=view&id=1un0j-tTkxbLOsOwWwPUCUUnn0jn89Bdt,0
352,mavissyn_244.jpg,mavissyn,1,-1.2918115,-3.2125723,https://drive.google.com/uc?export=view&id=1uhGf_aNO-vPx_6knJhHqQ7vohaIOctLn,0
353,mavissyn_242.jpg,mavissyn,1,0.36004874,0.69450086,https://drive.google.com/uc?export=view&id=1udfNuHJGoOF7TVLUKfsssPkOIzUVtAcG,0
354,mavissyn_239.jpg,mavissyn,1,-0.43274227,-1.8475935,https://drive.google.com/uc?export=view&id=1uc4-kqZRieULUUhukn5poXfaMPENlEBs,0
355,chloecloudy_264.jpg,chloecloudy,0,2.0160823,-2.0046847,https://drive.google.com/uc?export=view&id=1uauoy18hDdJi1ve1lUGgjkkeSCrubPrJ,0
356,chloecloudy_263.jpg,chloecloudy,0,0.55940276,1.75878,https://drive.google.com/uc?export=view&id=1uXpUZa1ZkTLhs4CQzHEuZgkx7C60S1KK,0
357,chloecloudy_256.jpg,chloecloudy,4,1.5307453,-3.0956619,https://drive.google.com/uc?export=view&id=1uVDBBlLxn3VWd7Qz4jMuTgd2uypOQ0zG,0
358,chloecloudy_254.jpg,chloecloudy,0,-1.3513216,0.99122936,https://drive.google.com/uc?export=view&id=1uU168ztnw_Fn9j643XwuGVfCHq2733j8,0
